X,Y,X,Y,id,Name,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
222123.222688227,2668175.88063434,120.725753097209,24.1185167549192,1,,218,0,0,218,0.49129010032744,203.69398201850973
222081.881542273,2668071.4942408,120.725348405326,24.1175734845732,1,,219,0,0,219,0.49231651859782,202.51662139845735
222046.741568292,2667976.4096051,120.725004544469,24.11671431161,1,,220,0,0,220,0.49324194740126,204.01991973427809
222010.568065497,2667896.82789913,120.724650221309,24.1159951006679,1,,221,0,0,221,0.49404370127891,206.40206487983011
221973.361034222,2667816.21266451,120.724285754739,24.1152665384459,1,,222,0,0,222,0.49485834156311,209.87216386832716
221924.785187648,2667735.5974299,120.723809452302,24.1145377731924,1,,223,0,0,223,0.49572895215660,213.69124177832015
221881.376984427,2667666.35101042,120.723383770688,24.1139117513545,1,,224,0,0,224,0.49648599124298,218.16847183098457
221834.868195267,2667610.54046337,120.722927330558,24.1134069900498,1,,225,0,0,225,0.49716652160038,222.44586390438388
221781.124705526,2667547.49521579,120.722399864905,24.1128367735333,1,,226,0,0,226,0.49794328854795,224.33310753548301
221721.180043825,2667484.4499682,120.721811401391,24.1122664441452,1,,227,0,0,227,0.49876277919312,229.29305785928605
221667.436554131,2667440.0082363,120.72128358166,24.1118642012311,1,,228,0,0,228,0.49942640034325,238.39817264117957
221588.888376809,2667398.66709035,120.7205116959,24.1114895066253,1,,229,0,0,229,0.50028442346303,247.74578989917973
221501.038441643,2667366.62770223,120.719648128808,24.1111986290092,1,,230,0,0,230,0.50119566322827,255.84872010091681
221411.121449209,2667350.09124385,120.718763925913,24.1110476903087,1,,231,0,0,231,0.50209265667935,264.84821014847336
221304.667998308,2667349.05771519,120.717716746595,24.1110364272654,1,,232,0,0,232,0.50313989656541,267.70422137003715
221206.482776644,2667341.82301466,120.716751026615,24.1109693153716,1,,233,0,0,233,0.50410794567872,262.24193973480726
221084.526396125,2667314.95126979,120.715551859061,24.1107244527961,1,,234,0,0,234,0.50533185764645,255.21345916996083
220976.005887931,2667276.71070977,120.714485094044,24.1103771750134,1,,235,0,0,235,0.50645372638148,249.35165793651908
220885.05536685,2667234.33603516,120.71359125526,24.1099928855618,1,,236,0,0,236,0.50742667353052,244.85717732076333
220797.205431654,2667185.76018867,120.712728047402,24.109552655796,1,,237,0,0,237,0.50839565756149,239.04595798259987
220716.590197127,2667124.78199838,120.711936263849,24.1090005704406,1,,238,0,0,238,0.50936091371183,233.82566354107817
220630.80731925,2667053.4685216,120.711093862621,24.1083550641464,1,,239,0,0,239,0.51042219510926,230.86593408064044
220549.158555917,2666976.98740159,120.710292241712,24.1076629699502,1,,240,0,0,240,0.51148124678747,230.49335691615528
